continent	country	year	lifeExp
Africa	Togo	1967	46.769
Africa	Togo	1972	49.759
Africa	Togo	1977	52.887
Africa	Togo	1982	55.471
Africa	Togo	1987	56.941
Africa	Togo	1992	58.061
Africa	Togo	1997	58.39
Africa	Togo	2002	57.561
Africa	Togo	2007	58.42
	Tokelau	2006	69
	Tonga	1952	58.618
	Tonga	1957	60.445
	Tonga	1962	62.281
	Tonga	1967	63.989
	Tonga	1972	65.598
	Tonga	1977	66.742
	Tonga	1982	67.968
	Tonga	1987	69.17
	Tonga	1992	70.026
	Tonga	1997	71.145
	Tonga	2002	72.269
	Tonga	2007	73.312
Americas	Trinidad and Tobago	1952	59.1
Americas	Trinidad and Tobago	1957	61.8
Americas	Trinidad and Tobago	1962	64.9
Americas	Trinidad and Tobago	1967	65.4
Americas	Trinidad and Tobago	1972	65.9
Americas	Trinidad and Tobago	1977	68.3
Americas	Trinidad and Tobago	1982	68.832
Americas	Trinidad and Tobago	1987	69.582
Americas	Trinidad and Tobago	1992	69.862
Americas	Trinidad and Tobago	1997	69.465
Americas	Trinidad and Tobago	2002	68.976
Americas	Trinidad and Tobago	2007	69.819
Africa	Tunisia	1952	44.6
Africa	Tunisia	1957	47.1
Africa	Tunisia	1962	49.579
Africa	Tunisia	1967	52.053
Africa	Tunisia	1972	55.602
Africa	Tunisia	1977	59.837
Africa	Tunisia	1982	64.048
Africa	Tunisia	1987	66.894
Africa	Tunisia	1992	70.001
Africa	Tunisia	1997	71.973
Africa	Tunisia	2002	73.042
Africa	Tunisia	2007	73.923
Europe	Turkey	1952	43.585
Europe	Turkey	1957	48.079
Europe	Turkey	1962	52.098
Europe	Turkey	1967	54.336
Europe	Turkey	1972	57.005
Europe	Turkey	1977	59.507
Europe	Turkey	1982	61.036
Europe	Turkey	1987	63.108
Europe	Turkey	1992	66.146
Europe	Turkey	1997	68.835
Europe	Turkey	2002	70.845
Europe	Turkey	2007	71.777
Asia	Turkmenistan	1952	51.331
Asia	Turkmenistan	1957	53.426
Asia	Turkmenistan	1962	55.507
Asia	Turkmenistan	1967	57.589
Asia	Turkmenistan	1972	59.149
Asia	Turkmenistan	1977	60.192
Asia	Turkmenistan	1982	61.728
Asia	Turkmenistan	1987	62.799
Asia	Turkmenistan	1992	63.304
Asia	Turkmenistan	1997	62.928
Asia	Turkmenistan	2002	62.384
Asia	Turkmenistan	2007	63.169
Africa	Uganda	1950	40
Africa	Uganda	1952	39.978
Africa	Uganda	1957	42.571
Africa	Uganda	1962	45.344
Africa	Uganda	1967	48.051
Africa	Uganda	1972	51.016
Africa	Uganda	1977	50.35
Africa	Uganda	1982	49.849
Africa	Uganda	1987	51.509
Africa	Uganda	1992	48.825
Africa	Uganda	1997	44.578
Africa	Uganda	2002	47.813
Africa	Uganda	2007	51.542
FSU	Ukraine	1950	62.6
FSU	Ukraine	1952	65.941
FSU	Ukraine	1957	69.263
FSU	Ukraine	1959	69.43
FSU	Ukraine	1960	71.06
FSU	Ukraine	1961	71.34
FSU	Ukraine	1962	70.76
FSU	Ukraine	1963	71.39
FSU	Ukraine	1964	72.19
FSU	Ukraine	1965	71.63
FSU	Ukraine	1966	71.9
FSU	Ukraine	1967	71.5
FSU	Ukraine	1968	71.59
FSU	Ukraine	1969	70.97
FSU	Ukraine	1970	70.87
FSU	Ukraine	1971	71.1
FSU	Ukraine	1972	70.86
FSU	Ukraine	1973	71.05
FSU	Ukraine	1974	70.94
FSU	Ukraine	1975	70.28
FSU	Ukraine	1976	70.34
FSU	Ukraine	1977	70.02
FSU	Ukraine	1978	69.98
FSU	Ukraine	1979	69.72
FSU	Ukraine	1980	69.7
FSU	Ukraine	1981	69.74
FSU	Ukraine	1982	69.9
FSU	Ukraine	1983	69.88
FSU	Ukraine	1984	69.57
FSU	Ukraine	1985	69.88
FSU	Ukraine	1986	71.24
FSU	Ukraine	1987	71.04
FSU	Ukraine	1988	70.93
FSU	Ukraine	1989	70.88
FSU	Ukraine	1990	70.46
FSU	Ukraine	1991	69.64
FSU	Ukraine	1992	69
FSU	Ukraine	1993	68.31
FSU	Ukraine	1994	67.7
FSU	Ukraine	1995	66.79
FSU	Ukraine	1996	67.11
FSU	Ukraine	1997	67.69
FSU	Ukraine	1998	68.57
FSU	Ukraine	1999	68.15
FSU	Ukraine	2000	67.79
FSU	Ukraine	2001	67.93
FSU	Ukraine	2002	67.81
FSU	Ukraine	2003	67.87
FSU	Ukraine	2004	67.73
FSU	Ukraine	2005	67.31
FSU	Ukraine	2006	67.96
FSU	Ukraine	2007	67.864
Asia	United Arab Emirates	1952	47.952
Asia	United Arab Emirates	1957	50.998
Asia	United Arab Emirates	1962	54.999
Asia	United Arab Emirates	1967	58.864
Asia	United Arab Emirates	1972	62.195
Asia	United Arab Emirates	1977	66.238
Asia	United Arab Emirates	1982	68.627
Asia	United Arab Emirates	1987	71.339
Asia	United Arab Emirates	1992	73.657
Asia	United Arab Emirates	1997	76.186
Asia	United Arab Emirates	2002	77.806
Asia	United Arab Emirates	2007	78.672
Europe	United Kingdom	1950	69.03
Europe	United Kingdom	1952	69.18
Europe	United Kingdom	1957	70.42
Europe	United Kingdom	1962	70.76
Europe	United Kingdom	1967	71.36
Europe	United Kingdom	1972	72.01
Europe	United Kingdom	1977	72.76
Europe	United Kingdom	1982	74.04
Europe	United Kingdom	1987	75.007
Europe	United Kingdom	1992	76.42
Europe	United Kingdom	1997	77.218
Europe	United Kingdom	2002	78.471
Europe	United Kingdom	2007	79.425
Americas	United States	1950	68.12
Americas	United States	1951	68.22
Americas	United States	1952	68.44
Americas	United States	1953	68.79
Americas	United States	1954	69.58
Americas	United States	1955	69.63
Americas	United States	1956	69.71
Americas	United States	1957	69.49
Americas	United States	1958	69.76
Americas	United States	1959	69.98
Americas	United States	1960	69.91
Americas	United States	1961	70.32
Americas	United States	1962	70.21
Americas	United States	1963	70.04
Americas	United States	1964	70.33
Americas	United States	1965	70.41
Americas	United States	1966	70.43
Americas	United States	1967	70.76
Americas	United States	1968	70.42
Americas	United States	1969	70.66
Americas	United States	1970	70.92
Americas	United States	1971	71.24
Americas	United States	1972	71.34
Americas	United States	1973	71.54
Americas	United States	1974	72.08
Americas	United States	1975	72.68
Americas	United States	1976	72.99
Americas	United States	1977	73.38
Americas	United States	1978	73.58
Americas	United States	1979	74.03
Americas	United States	1980	73.93
Americas	United States	1981	74.36
Americas	United States	1982	74.65
Americas	United States	1983	74.71
Americas	United States	1984	74.82
Americas	United States	1985	74.79
Americas	United States	1986	74.87
Americas	United States	1987	75.02
Americas	United States	1988	75.03
Americas	United States	1989	75.32
Americas	United States	1990	75.61
Americas	United States	1991	75.81
Americas	United States	1992	76.09
Americas	United States	1993	75.84
Americas	United States	1994	76.02
Americas	United States	1995	76.11
Americas	United States	1996	76.46
Americas	United States	1997	76.81
Americas	United States	1998	76.98
Americas	United States	1999	76.97
Americas	United States	2000	77.13
Americas	United States	2001	77.25
Americas	United States	2002	77.31
Americas	United States	2003	77.47
Americas	United States	2004	77.88
Americas	United States	2005	77.89
Americas	United States	2007	78.242
Americas	Uruguay	1952	66.071
Americas	Uruguay	1957	67.044
Americas	Uruguay	1962	68.253
Americas	Uruguay	1967	68.468
Americas	Uruguay	1972	68.673
Americas	Uruguay	1977	69.481
Americas	Uruguay	1982	70.805
Americas	Uruguay	1987	71.918
Americas	Uruguay	1992	72.752
Americas	Uruguay	1997	74.223
Americas	Uruguay	2002	75.307
Americas	Uruguay	2007	76.384
	Uzbekistan	1952	55.799
	Uzbekistan	1957	57.893
	Uzbekistan	1962	59.978
	Uzbekistan	1967	62.068
	Uzbekistan	1972	63.637
	Uzbekistan	1977	64.683
	Uzbekistan	1982	66.212
	Uzbekistan	1987	67.328
	Uzbekistan	1992	66.213
	Uzbekistan	1997	66.503
	Uzbekistan	2002	66.482
	Uzbekistan	2007	67.166
	Vanuatu	1952	42
	Vanuatu	1957	45
	Vanuatu	1962	48
	Vanuatu	1967	51
	Vanuatu	1972	54
	Vanuatu	1977	57
	Vanuatu	1982	60
	Vanuatu	1987	61.86
	Vanuatu	1992	65.08
	Vanuatu	1997	66.462
	Vanuatu	2002	68.406
	Vanuatu	2007	70.038
Americas	Venezuela, RB	1952	55.088
Americas	Venezuela, RB	1957	57.907
Americas	Venezuela, RB	1962	60.77
Americas	Venezuela, RB	1967	63.479
Americas	Venezuela, RB	1972	65.712
Americas	Venezuela, RB	1977	67.456
Americas	Venezuela, RB	1982	68.557
Americas	Venezuela, RB	1987	70.19
Americas	Venezuela, RB	1992	71.15
Americas	Venezuela, RB	1997	72.146
Americas	Venezuela, RB	2002	72.766
Americas	Venezuela, RB	2007	73.747
Asia	West Bank and Gaza	1952	43.16
Asia	West Bank and Gaza	1957	45.671
Asia	West Bank and Gaza	1962	48.127
Asia	West Bank and Gaza	1967	51.631
Asia	West Bank and Gaza	1972	56.532
Asia	West Bank and Gaza	1977	60.765
Asia	West Bank and Gaza	1982	64.406
Asia	West Bank and Gaza	1987	67.046
Asia	West Bank and Gaza	1992	69.718
Asia	West Bank and Gaza	1997	71.096
Asia	West Bank and Gaza	2002	72.37
Asia	West Bank and Gaza	2007	73.422
Africa	Western Sahara	1952	35.513
Africa	Western Sahara	1957	37.413
Africa	Western Sahara	1962	39.293
Africa	Western Sahara	1967	41.203
Africa	Western Sahara	1972	43.217
Africa	Western Sahara	1977	47.509
Africa	Western Sahara	1982	51.829
Africa	Western Sahara	1987	56.144
Africa	Western Sahara	1992	58.688
Africa	Western Sahara	1997	61.269
Africa	Western Sahara	2002	63.884
Africa	Western Sahara	2007	65.927
Asia	Vietnam	1952	40.412
Asia	Vietnam	1957	42.887
Asia	Vietnam	1962	45.363
Asia	Vietnam	1967	47.838
Asia	Vietnam	1972	50.254
Asia	Vietnam	1977	55.764
Asia	Vietnam	1982	58.816
Asia	Vietnam	1987	62.82
Asia	Vietnam	1992	67.662
Asia	Vietnam	1997	70.672
Asia	Vietnam	2002	73.017
Asia	Vietnam	2007	74.249
	Virgin Islands (U.S.)	1952	59.244
	Virgin Islands (U.S.)	1957	62.677
	Virgin Islands (U.S.)	1962	64.497
	Virgin Islands (U.S.)	1967	66.598
	Virgin Islands (U.S.)	1972	68.663
	Virgin Islands (U.S.)	1977	70.533
	Virgin Islands (U.S.)	1982	72.011
	Virgin Islands (U.S.)	1987	73.625
	Virgin Islands (U.S.)	1992	75.173
	Virgin Islands (U.S.)	1997	77.296
	Virgin Islands (U.S.)	2002	78.534
	Virgin Islands (U.S.)	2007	79.385
Asia	Yemen, Rep.	1952	32.548
Asia	Yemen, Rep.	1957	33.97
Asia	Yemen, Rep.	1962	35.18
Asia	Yemen, Rep.	1967	36.984
Asia	Yemen, Rep.	1972	39.848
Asia	Yemen, Rep.	1977	44.175
Asia	Yemen, Rep.	1982	49.113
Asia	Yemen, Rep.	1987	52.922
Asia	Yemen, Rep.	1992	55.599
Asia	Yemen, Rep.	1997	58.02
Asia	Yemen, Rep.	2002	60.308
Asia	Yemen, Rep.	2007	62.698
Europe	Yugoslavia	1952	54.96
Europe	Yugoslavia	1957	59.04
Europe	Yugoslavia	1962	62.2
Europe	Yugoslavia	1967	65.1
Europe	Yugoslavia	1972	67.46
Europe	Yugoslavia	1977	69.59
Europe	Yugoslavia	1982	69.56
Europe	Yugoslavia	1987	70.83
Europe	Yugoslavia	1992	71.815
Europe	Yugoslavia	1997	72.562
Europe	Yugoslavia	2002	73.444
Europe	Yugoslavia	2007	74.175
Africa	Zambia	1952	42.038
Africa	Zambia	1957	44.077
Africa	Zambia	1962	46.023
Africa	Zambia	1967	47.768
Africa	Zambia	1972	50.107
Africa	Zambia	1977	51.386
Africa	Zambia	1982	51.821
Africa	Zambia	1987	50.821
Africa	Zambia	1992	46.1
Africa	Zambia	1997	40.238
Africa	Zambia	2002	39.193
Africa	Zambia	2007	42.384
Africa	Zimbabwe	1952	48.451
Africa	Zimbabwe	1957	50.469
Africa	Zimbabwe	1962	52.358
Africa	Zimbabwe	1967	53.995
Africa	Zimbabwe	1972	55.635
Africa	Zimbabwe	1977	57.674
Africa	Zimbabwe	1982	60.363
Africa	Zimbabwe	1987	62.351
Africa	Zimbabwe	1992	60.377
Africa	Zimbabwe	1997	46.809
Africa	Zimbabwe	2002	39.989
Africa	Zimbabwe	2007	43.487
Europe	Åland	1997	78.9
Europe	Åland	1998	81
Europe	Åland	1999	78.25
Europe	Åland	2000	80
Europe	Åland	2001	80.83
Europe	Åland	2002	81.8
Europe	Åland	2003	80.63
Europe	Åland	2004	79.88
Europe	Åland	2005	80
Europe	Åland	2006	80.1
