spell,event,censor2,censor3,censor4,ui,reprate,logwage,tenure,disrate,slack,abolpos,explose,stateur,houshead,married,female,child,ychild,nonwhite,age,schlt12,schgt12,smsa,bluecoll,mining,constr,transp,trade,fire,services,pubadmin,year85,year87,year89,midatl,encen,wncen,southatl,escen,wscen,mountain,pacific
4,0,0,0,1,1,0.404,5.99894,20,0.202,1,0,1,7.1,1,1,0,0,0,0,56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,0,0,0,1,0.49,5.62402,12,0.245,1,0,0,7.1,1,1,0,1,1,0,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,1,0,0,0.49,5.54908,0,0.245,1,0,0,7.1,1,0,1,0,0,0,21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,1,0.343,6.16121,11,0.172,0,1,1,7.1,1,1,1,0,0,0,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,1,0,0.49,5.06259,22,0.245,1,0,0,7.1,0,1,1,0,0,0,53,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6,0,0,1,0,1,0.383,6.05209,5,0.191,0,0,0,7.1,0,0,0,0,0,0,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,1,1,0.49,5.06259,1,0.245,1,0,0,7.1,1,1,0,1,0,0,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.49,5.20401,0,0.245,1,0,1,7.1,0,0,0,0,0,0,23,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,0,0.49,5.06259,0,0.245,1,0,0,7.1,0,1,1,1,0,1,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,0,0,0,1,1,0.429,5.93754,8,0.215,1,0,0,7.1,0,1,1,0,0,0,52,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,0,0,0,1,1,0.49,5.75574,8,0.245,0,0,1,7.1,0,0,1,0,0,0,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,0,0,0,1,1,0.49,5.28827,6,0.245,1,0,0,7.1,1,1,0,0,0,0,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,0,0,1,1,0.392,6.02828,8,0.196,1,0,1,7.1,1,1,0,1,0,1,37,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0.361,6.10925,5,0.181,1,0,1,7.1,1,1,0,1,0,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,1,1,0.458,5.87493,10,0.229,1,0,0,7.1,0,0,0,0,0,0,41,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,1,0.355,6.12687,13,0.178,1,0,0,7.1,0,0,0,0,0,0,40,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,0,0,0,1,1,0.49,5.75574,3,0.245,1,0,0,7.1,0,0,0,0,0,0,30,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0.49,5.53339,0,0.245,1,0,0,7.1,1,1,0,1,1,0,21,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,1,0,0,1,0.258,6.44889,2,0.129,1,0,1,7.1,1,0,0,0,0,0,60,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,1,1,0.343,6.16121,2,0.172,0,1,0,7.1,1,0,0,0,0,0,26,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,0,0,0,0,0.428,5.94017,6,0.214,0,0,1,7.1,1,0,1,0,0,0,32,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0.137,7.0775,8,0.069,1,0,1,7.1,1,0,0,0,0,0,35,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,0,0,1,1,0.107,7.32581,12,0.054,0,1,1,7.1,1,1,0,1,1,0,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,0,0.49,5.18178,0,0.245,1,0,0,7.1,0,1,1,1,1,0,26,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,0,0,0,1,0.49,5.75574,6,0.245,1,0,0,7.1,1,0,1,0,0,0,31,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6,0,1,0,0,1,0.458,5.87493,6,0.229,0,0,1,7.1,0,0,1,0,0,0,45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,1,0.49,5.59471,10,0.245,0,0,1,7.1,1,1,0,0,0,1,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,0,0,0,1,0.49,5.20401,2,0.245,1,0,0,7.1,0,0,1,0,0,0,42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,0,0,1,1,0.481,5.82305,13,0.241,0,0,0,7.1,1,1,0,1,0,0,42,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,1,1,0.296,6.3081,2,0.148,0,1,1,7.1,1,1,0,1,0,0,37,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,0,0.49,5.46806,0,0.245,1,0,0,7.1,0,0,0,0,0,1,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,1,1,0.49,5.62402,5,0.245,0,1,0,7.1,1,1,0,1,1,1,36,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,1,0,0,1,0.357,6.12249,4,0.179,0,1,0,7.1,1,0,1,0,0,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,1,1,0.294,6.31536,4,0.147,0,0,0,7.1,1,1,0,1,0,0,27,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,1,1,0.242,6.51026,1,0.121,1,0,0,7.1,0,0,0,0,0,0,53,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,1,0.49,5.76205,1,0.245,1,0,0,7.1,1,0,1,0,0,0,25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6,0,0,0,1,1,0.49,5.46806,3,0.245,1,0,1,7.1,0,0,0,0,0,1,30,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0.49,5.46806,6,0.245,0,0,1,7.1,0,0,0,0,0,0,29,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.49,5.67675,0,0.245,0,0,0,7.1,1,1,0,1,1,0,27,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,1,1,0.265,6.42162,3,0.132,1,0,0,7.1,1,1,0,1,1,0,27,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,0,1,0.429,5.93754,0,0.215,0,1,0,7.1,0,1,1,0,0,0,36,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,1,1,0.343,6.16121,5,0.172,0,0,0,7.1,0,1,1,1,0,0,28,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,1,0,0.458,5.87493,5,0.229,0,1,0,7.1,0,1,0,1,0,0,29,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,0,0.49,4.82831,0,0.245,0,0,1,7.1,0,0,0,0,0,0,41,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,0,0.49,5.75574,0,0.245,1,0,0,7.1,1,1,0,1,0,0,31,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,1,0.343,6.16121,28,0.172,1,0,1,7.1,1,1,0,0,0,0,58,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,1,0.412,5.97889,0,0.206,1,0,0,7.1,0,0,0,0,0,0,24,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,0,0,1,0.49,5.46806,5,0.245,0,1,1,7.1,1,0,1,0,0,0,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,0,1,0,1,0.294,6.31716,5,0.147,1,0,1,7.1,1,1,0,0,0,0,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,0,0.49,5.39816,0,0.245,1,0,0,7.1,1,0,0,0,0,0,22,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,1,0.368,6.09131,4,0.184,1,0,0,7.1,1,1,0,1,0,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,1,0,0.343,6.16121,3,0.172,1,0,0,7.1,1,0,0,0,0,0,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,0,0,0,0,0.487,5.81114,2,0.243,0,1,1,7.1,1,1,0,0,0,0,26,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0.49,5.06259,0,0.245,0,0,0,7.1,0,0,0,0,0,0,20,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0.49,4.74493,1,0.245,0,0,1,7.1,0,1,1,0,0,0,43,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,0,0,1,0.49,5.43372,3,0.245,0,0,1,7.1,1,0,1,1,0,0,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,0,1,0.49,5.17615,1,0.245,0,0,1,7.1,1,0,1,1,0,0,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1,0,0,0,0,0.44,5.9135,1,0.22,1,0,0,7.1,1,0,1,0,0,0,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,1,1,0.5,5.39816,1,0.1,1,0,1,6.4,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1,0,0,0,1,0.5,5.28827,0,0.1,0,0,1,6.4,1,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,1,1,0.306,6.22654,2,0.061,1,0,1,6.4,0,0,0,0,0,0,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,0,0,1,1,0.5,5.34233,5,0.1,0,0,0,6.4,0,1,1,0,0,0,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,0,0,0,1,0.5,4.63473,8,0.1,0,0,1,6.4,1,0,1,1,0,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,0,0,1,1,0.408,5.93754,27,0.082,0,0,1,6.4,1,1,0,0,0,0,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,1,0,0.327,6.16121,0,0.065,0,0,0,6.4,1,1,0,1,0,0,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,1,0.451,5.84064,21,0.09,0,0,1,6.4,1,1,0,1,0,0,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,0.5,5.28827,0,0.1,1,0,0,6.4,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.5,5.04986,1,0.1,0,0,1,6.4,0,1,1,1,1,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,1,1,0.392,5.97889,7,0.078,1,0,0,6.4,1,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,0,0,1,1,0.413,5.92693,3,0.083,0,0,1,6.4,1,0,1,0,0,0,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0.5,5.39816,1,0.1,0,0,0,6.4,1,0,1,0,0,0,23,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,1,0,1,0.494,5.74939,0,0.099,1,0,1,6.4,1,1,0,1,1,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,1,0,1,0.49,5.75574,2,0.098,0,1,0,6.4,1,1,0,1,0,0,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,0,0,1,0,0.5,4.77912,0,0.1,1,0,0,6.4,1,0,0,0,0,1,30,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0.5,5.39816,0,0.1,1,0,0,6.4,1,1,1,1,1,0,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,1,0,1,0.5,5.64897,2,0.1,1,0,0,6.4,0,1,0,1,1,0,30,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,0,0,1,1,0.5,4.91265,0,0.1,1,0,1,6.4,1,1,0,1,1,0,60,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0.445,5.8522,40,0.089,0,0,0,6.4,1,1,0,0,0,0,56,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0.5,4.92725,0,0.1,0,0,0,6.4,0,0,0,1,0,0,22,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,0,0.5,4.91265,6,0.1,1,0,0,6.4,0,1,1,0,0,1,45,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,1,0.261,6.38519,3,0.052,0,0,0,6.4,0,0,1,0,0,0,33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27,0,0,0,1,1,0.392,5.97889,27,0.078,1,0,0,6.4,1,1,0,0,0,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,0,0,1,1,0.5,5.06259,0,0.1,1,0,0,6.4,1,0,0,1,1,0,21,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,0,0,1,0.5,5.36129,3,0.1,0,0,1,6.4,0,0,0,0,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,0,0,1,1,0.243,6.45834,5,0.049,1,0,0,6.4,1,1,0,1,0,0,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0.275,6.3315,17,0.055,0,0,1,6.4,0,1,0,1,0,0,52,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,1,1,0.5,5.24702,0,0.1,1,0,1,6.4,0,1,1,1,1,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,0,0,1,0,0.327,6.16121,3,0.065,0,1,0,6.4,1,1,0,1,0,0,51,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,0,0,1,1,0.5,5.53339,7,0.1,0,0,1,6.4,0,1,1,0,0,0,35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0.398,5.96358,25,0.08,0,1,0,6.4,1,1,0,0,0,0,55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0.49,5.75574,1,0.098,0,1,0,6.4,0,1,1,0,0,0,53,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,1,0,0.392,5.97889,12,0.078,1,0,1,6.4,0,1,1,1,1,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0.5,5.28827,0,0.1,1,0,0,6.4,0,0,0,0,0,0,27,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0.392,5.97889,4,0.078,0,0,1,6.4,1,1,0,1,1,0,33,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.5,5.46806,5,0.1,0,0,1,6.4,0,1,1,0,0,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,0,0,0,0,0.49,5.75574,4,0.098,1,0,1,6.4,1,1,0,1,1,0,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,1,0.5,4.92725,0,0.1,1,0,1,6.4,0,1,0,0,0,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,0,0,0,1,1,0.426,5.8944,0,0.085,1,0,0,6.4,1,1,0,0,0,0,51,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,1,1,0.286,6.29527,0,0.057,1,0,1,6.4,1,1,0,1,1,0,36,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,1,0,0,0.5,5.18178,0,0.1,0,0,0,6.4,0,1,1,0,0,0,27,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,0,0,0,1,1,0.5,4.92725,2,0.1,1,0,0,6.4,0,1,1,1,1,0,31,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15,0,0,0,1,1,0.288,6.286,4,0.058,1,0,0,6.4,1,1,0,1,0,0,42,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,1,1,0.377,6.01859,14,0.075,0,1,1,6.4,0,0,0,0,0,1,50,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,1,0,1,0.49,5.75574,0,0.098,1,0,0,6.4,0,0,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,1,0.261,6.38519,1,0.052,1,0,1,6.4,1,0,1,1,1,0,36,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,1,0,0,0,0,0.5,4.83628,3,0.1,1,0,0,6.4,1,0,0,0,0,0,50,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,1,0,0.5,5.65599,0,0.1,1,0,0,6.4,1,1,0,0,0,0,38,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1,0,0.426,5.8944,19,0.085,1,0,0,6.4,1,1,0,0,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0,1,0,0,1,0.5,5.54908,4,0.1,0,0,0,6.4,1,0,1,0,0,0,47,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,1,0,0.5,5.54908,4,0.1,1,0,1,6.4,1,0,1,0,0,0,33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,0,0,1,0.231,6.51026,3,0.046,1,0,1,6.4,1,1,0,1,1,0,33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,0,0,1,1,0.327,6.16121,4,0.065,1,0,1,6.4,1,1,0,1,1,0,34,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0.5,5.39816,0,0.1,1,0,1,6.4,0,1,0,0,0,0,22,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,1,1,0.5,5.75574,2,0.013,1,0,0,7.3,1,1,0,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,0,0,1,0.5,5.28827,0,0.02,0,0,1,7.3,1,1,0,1,1,0,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0,0,1,0.5,5.06259,1,0.025,1,0,1,7.3,0,1,1,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0.5,4.63473,1,0.038,0,0,0,7.3,1,0,1,1,1,0,24,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,0,1,1,0.5,5.46806,11,0.017,0,0,1,7.3,0,1,1,0,0,0,58,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,1,0,1,0.5,5.64897,7,0.014,0,1,1,7.3,1,0,1,1,0,0,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0,0,1,0.5,5.32301,4,0.019,0,0,0,7.3,1,1,0,1,1,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.5,4.67283,5,0.037,1,0,0,7.3,0,1,1,1,0,0,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,0.5,5.46806,3,0.017,0,0,1,7.3,0,1,1,0,0,0,30,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,4.77912,3,0.033,1,0,0,7.3,0,1,1,1,0,0,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,1,0,0.5,5.50126,2,0.016,0,0,0,7.3,1,1,0,0,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,1,0,1,0.5,5.39816,1,0.018,1,0,1,7.3,0,0,0,0,0,0,24,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,0,1,1,0.5,5.69036,1,0.013,1,0,0,7.3,1,1,0,1,1,0,33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.46806,3,0.017,0,0,0,7.3,0,0,0,0,0,0,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0,0,1,0.5,5.59471,2,0.015,1,0,0,7.3,1,1,0,0,0,0,28,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0,0,0,1,1,0.5,5.28827,1,0.02,1,0,0,7.3,1,1,0,1,0,1,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1,0,0,0,1,0.375,6.16121,14,0.008,0,0,0,7.3,0,1,0,1,0,0,36,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,0.5,5.75574,1,0.013,0,0,0,7.3,1,0,1,0,0,0,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.5,5.32301,3,0.019,0,0,1,7.3,0,1,0,0,0,1,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,0,1,1,0.188,6.85435,3,0.004,1,0,0,7.3,1,0,0,0,0,0,58,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,0,1,1,0.5,5.62402,2,0.014,1,0,0,7.3,0,0,1,0,0,0,40,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.292,6.41017,4,0.006,0,1,0,7.3,0,1,1,1,1,0,30,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.45,5.97889,0,0.01,0,0,0,7.3,1,1,0,0,0,0,53,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13,1,0,0,0,1,0.375,6.16121,23,0.008,0,0,0,7.3,0,1,1,1,0,0,43,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0,1,1,0.5,5.75574,8,0.013,0,0,0,7.3,1,1,0,1,0,0,37,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0,1,1,0.5,5.46806,8,0.017,0,0,0,7.3,0,1,1,1,0,0,30,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.321,6.31536,2,0.007,0,1,0,7.3,1,1,0,0,0,0,52,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,1,0.5,5.57973,7,0.015,0,0,1,7.3,0,1,1,0,0,0,54,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,4.86753,0,0.03,1,0,0,7.3,1,0,0,0,0,0,28,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,0,0,0,1,0.5,5.3799,4,0.018,0,1,0,7.3,0,1,1,0,0,0,23,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0,0,0,0.5,5.53339,1,0.016,1,0,1,7.3,1,1,0,1,0,0,36,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,1,0,0,0,1,0.5,5.50126,1,0.016,0,1,0,7.3,1,1,0,0,0,0,55,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
